Date,Price,Open,High,Low,Vol.,Change %
2025-12-14,3062.53,3114.69,3128.26,3032.48,310560.0,-1.67
2025-12-13,3114.69,3087.17,3135.02,3078.81,153100.0,0.97
2025-12-12,3084.81,3236.83,3265.02,3047.81,497190.0,-4.7
2025-12-11,3236.78,3324.1,3326.96,3148.74,571670.0,-2.63
2025-12-10,3324.08,3318.41,3444.22,3288.8,607580.0,0.17
2025-12-09,3318.54,3123.95,3396.18,3091.01,680940.0,6.23
2025-12-08,3123.95,3059.64,3179.32,3041.68,527560.0,2.09
2025-12-07,3059.95,3038.16,3148.16,2931.17,451460.0,0.72
2025-12-06,3038.16,3018.38,3067.9,3012.69,177160.0,0.54
2025-12-05,3021.84,3137.28,3191.74,2990.15,589070.0,-3.55
2025-12-04,3133.0,3186.49,3238.88,3069.71,548280.0,-1.75
2025-12-03,3188.79,2998.57,3210.39,2986.6,612010.0,6.43
2025-12-02,2996.1,2798.81,3032.07,2782.31,570930.0,6.97
2025-12-01,2800.86,2993.69,2996.25,2719.79,912610.0,-6.38
2025-11-30,2991.73,2990.7,3051.75,2976.76,200640.0,0.09
2025-11-29,2989.11,3031.23,3051.25,2964.58,248700.0,-1.39
2025-11-28,3031.22,3015.23,3094.14,2994.85,399060.0,0.51
2025-11-27,3015.69,3026.61,3070.85,2986.94,307230.0,-0.37
2025-11-26,3026.95,2959.41,3043.76,2889.86,410180.0,2.26
2025-11-25,2960.07,2953.45,2979.0,2857.4,476220.0,0.22
2025-11-24,2953.44,2802.16,2983.96,2764.06,777930.0,5.4
2025-11-23,2801.99,2770.16,2858.1,2768.39,434900.0,1.14
2025-11-22,2770.41,2765.94,2798.91,2705.74,285190.0,0.13
2025-11-21,2766.76,2834.24,2885.37,2630.67,1270000.0,-2.34
2025-11-20,2832.98,3025.56,3062.03,2792.49,979390.0,-6.37
2025-11-19,3025.72,3123.73,3125.0,2874.32,797610.0,-3.14
2025-11-18,3123.73,3031.43,3169.72,2953.39,815010.0,3.09
2025-11-17,3030.18,3095.98,3220.71,2959.66,814350.0,-2.13
2025-11-16,3096.03,3167.91,3248.22,3018.88,606010.0,-2.27
2025-11-15,3168.01,3112.49,3230.03,3112.49,358820.0,1.77
2025-11-14,3113.03,3231.63,3255.85,3070.23,953750.0,-3.71
2025-11-13,3232.94,3414.84,3565.07,3156.07,1010000.0,-5.29
2025-11-12,3413.6,3417.8,3587.25,3372.67,579390.0,-0.12
2025-11-11,3417.56,3565.38,3645.25,3406.06,707000.0,-4.21
2025-11-10,3567.87,3583.52,3657.37,3507.74,652630.0,-0.45
2025-11-09,3584.18,3401.71,3616.74,3359.62,499750.0,5.37
2025-11-08,3401.53,3435.93,3477.92,3357.06,318890.0,-1.0
2025-11-07,3435.78,3317.07,3472.38,3197.44,736250.0,3.66
2025-11-06,3314.43,3418.83,3454.88,3247.46,600510.0,-3.22
2025-11-05,3424.74,3287.27,3479.37,3168.99,884880.0,4.12
2025-11-04,3289.11,3603.94,3653.53,3060.02,1680000.0,-8.73
2025-11-03,3603.63,3906.73,3913.85,3561.69,960180.0,-7.8
2025-11-02,3908.28,3874.8,3916.08,3841.28,237530.0,0.86
2025-11-01,3874.8,3848.0,3903.85,3833.34,167080.0,0.7
2025-10-31,3848.0,3804.94,3900.77,3796.5,516059.99999999994,1.18
2025-10-30,3803.0,3904.12,3948.72,3680.87,591220.0,-2.55
2025-10-29,3902.7,3979.29,4035.95,3846.63,525970.0,-1.93
2025-10-28,3979.45,4117.85,4175.19,3944.14,501480.0,-3.43
2025-10-27,4120.9,4158.39,4251.51,4098.5,524270.0,-0.9
2025-10-26,4158.33,3953.68,4177.48,3922.17,367170.0,5.17
2025-10-25,3953.92,3934.85,3968.59,3914.24,156180.0,0.49
2025-10-24,3934.75,3856.73,4012.48,3847.03,470680.0,2.02
2025-10-23,3856.73,3805.95,3928.95,3797.83,518150.0,1.36
2025-10-22,3805.16,3873.13,3888.51,3716.93,633260.0,-1.78
2025-10-21,3874.27,3977.7,4109.46,3842.69,640000.0,-2.64
2025-10-20,3979.43,3982.68,4083.67,3909.4,549920.0,-0.08
2025-10-19,3982.53,3889.19,4028.09,3844.52,463110.0,2.41
2025-10-18,3888.87,3835.39,3927.37,3821.16,271110.0,1.49
2025-10-17,3831.6,3894.48,3950.32,3679.9,880380.0,-1.61
2025-10-16,3894.48,3985.52,4082.07,3826.32,685680.0,-2.28
2025-10-15,3985.52,4122.53,4209.66,3934.26,668990.0,-3.32
2025-10-14,4122.38,4240.91,4259.7,3892.78,1030000.0,-2.79
2025-10-13,4240.91,4151.91,4286.97,4049.46,671550.0,2.1
2025-10-12,4153.64,3747.58,4189.59,3695.86,867810.0,10.89
2025-10-11,3745.85,3828.84,3876.45,3649.78,851730.0,-2.19
2025-10-10,3829.58,4367.53,4393.54,3468.02,1600000.0,-12.33
2025-10-09,4367.94,4525.24,4531.11,4272.72,566700.0,-3.49
2025-10-08,4525.69,4447.77,4556.93,4413.62,448530.0,1.75
2025-10-07,4447.77,4684.04,4752.44,4434.04,693740.0,-5.09
2025-10-06,4686.2,4512.54,4733.72,4489.9,515679.99999999994,3.81
2025-10-05,4514.27,4487.1,4615.62,4470.43,546840.0,0.6
2025-10-04,4487.37,4512.45,4517.14,4441.51,225290.0,-0.53
2025-10-03,4511.06,4484.32,4588.61,4428.18,576940.0,0.6
2025-10-02,4484.19,4352.41,4516.02,4332.89,563150.0,3.23
2025-10-01,4343.8,4145.18,4350.66,4123.48,548550.0,4.81
2025-09-30,4144.6,4215.09,4234.27,4093.38,425740.0,-1.68
2025-09-29,4215.36,4142.25,4235.71,4085.93,410790.0,1.73
2025-09-28,4143.72,4018.54,4143.74,3967.03,259399.99999999997,3.13
2025-09-27,4017.89,4032.25,4037.23,3973.63,192820.0,-0.36
2025-09-26,4032.3,3874.18,4066.01,3869.64,624400.0,4.13
2025-09-25,3872.53,4152.87,4161.01,3825.38,1050000.0,-6.76
2025-09-24,4153.21,4164.35,4206.02,4081.77,388340.0,-0.27
2025-09-23,4164.63,4200.63,4226.9,4120.28,358410.0,-0.82
2025-09-22,4199.05,4443.73,4455.07,4085.84,791990.0,-5.52
2025-09-21,4444.51,4480.39,4496.92,4443.96,162630.0,-0.8
2025-09-20,4480.38,4468.66,4508.18,4454.92,143440.0,0.26
2025-09-19,4468.66,4593.28,4620.57,4440.89,365210.0,-2.59
2025-09-18,4587.65,4590.56,4643.15,4554.31,321000.0,-0.06
2025-09-17,4590.56,4501.21,4616.5,4432.79,517000.0,1.99
2025-09-16,4501.21,4523.56,4536.75,4425.72,324490.0,-0.49
2025-09-15,4523.56,4604.95,4669.8,4467.56,442380.0,-1.77
2025-09-14,4604.95,4667.07,4691.03,4579.29,296820.0,-1.33
2025-09-13,4667.07,4711.99,4764.88,4606.47,429560.0,-0.95
2025-09-12,4711.99,4458.79,4727.55,4451.4,557870.0,5.68
2025-09-11,4458.79,4348.71,4468.79,4338.89,484910.0,2.53
2025-09-10,4348.7,4309.63,4450.3,4285.25,555580.0,0.91
2025-09-09,4309.63,4308.52,4381.56,4277.48,448230.0,0.07
2025-09-08,4306.59,4306.47,4382.41,4279.38,429460.0,0.01
2025-09-07,4306.25,4275.92,4334.56,4271.62,190890.0,0.78
2025-09-06,4272.82,4306.96,4327.84,4244.15,223040.0,-0.79
2025-09-05,4306.96,4304.72,4487.19,4259.12,687120.0,0.22
2025-09-04,4297.66,4451.42,4481.61,4265.81,517429.99999999994,-3.44
2025-09-03,4450.68,4323.76,4489.97,4283.52,525210.0,2.9
2025-09-02,4325.19,4314.51,4415.78,4258.89,571360.0,0.25
2025-09-01,4314.22,4392.75,4491.06,4233.39,557960.0,-1.75
2025-08-31,4391.11,4373.73,4497.74,4373.73,380840.0,0.4
2025-08-30,4373.64,4360.12,4413.29,4260.87,364720.0,0.33
2025-08-29,4359.2,4511.55,4513.67,4268.98,750830.0,-3.42
2025-08-28,4513.55,4505.94,4632.15,4438.68,529900.0,0.17
2025-08-27,4506.05,4596.53,4662.09,4488.02,660380.0,-2.06
2025-08-26,4600.77,4376.34,4631.31,4320.12,899030.0,5.17
2025-08-25,4374.73,4780.14,4796.61,4337.83,1120000.0,-8.48
2025-08-24,4779.86,4778.43,4955.9,4717.6,845370.0,0.03
2025-08-23,4778.43,4831.22,4831.22,4663.42,549580.0,-1.09
2025-08-22,4831.21,4225.28,4886.62,4209.4,1380000.0,14.36
2025-08-21,4224.52,4336.16,4339.33,4205.98,481100.0,-2.56
2025-08-20,4335.37,4075.81,4375.03,4069.39,775520.0,6.37
2025-08-19,4075.57,4313.46,4353.58,4067.9,886220.0,-5.47
2025-08-18,4311.42,4472.43,4480.05,4227.41,886810.0,-3.6
2025-08-17,4472.21,4421.48,4574.39,4395.64,471900.0,1.12
2025-08-16,4422.56,4439.55,4489.73,4375.78,382870.0,-0.39
2025-08-15,4440.05,4548.3,4665.69,4374.4,940290.0,-2.36
2025-08-14,4547.35,4748.71,4787.25,4457.23,1370000.0,-4.22
2025-08-13,4747.87,4585.82,4782.21,4566.19,1010000.0,3.42
2025-08-12,4590.71,4223.41,4633.48,4223.41,972250.0,8.7
2025-08-11,4223.42,4250.51,4361.6,4168.1,791470.0,-0.63
2025-08-10,4250.18,4260.74,4330.3,4163.41,534670.0,-0.25
2025-08-09,4260.74,4010.46,4323.72,4007.19,759170.0,6.28
2025-08-08,4008.96,3900.74,4062.74,3880.25,809060.0,2.53
2025-08-07,3909.96,3681.64,3925.12,3649.75,688920.0,6.15
2025-08-06,3683.36,3609.32,3697.7,3565.08,401220.0,1.98
2025-08-05,3611.69,3718.66,3719.3,3548.52,528410.0,-2.93
2025-08-04,3720.89,3499.23,3734.29,3491.16,514080.00000000006,6.42
2025-08-03,3496.26,3403.62,3521.19,3358.01,326760.0,3.02
2025-08-02,3393.92,3495.06,3537.1,3374.76,546440.0,-2.71
2025-08-01,3488.36,3695.36,3724.02,3433.97,871700.0,-5.68
2025-07-31,3698.46,3807.11,3877.7,3685.32,576380.0,-2.9
2025-07-30,3808.91,3791.8,3833.91,3682.25,586470.0,0.39
2025-07-29,3793.94,3793.22,3884.94,3717.75,648340.0,-0.08
2025-07-28,3796.91,3866.14,3940.69,3755.56,684410.0,-1.93
2025-07-27,3871.74,3740.6,3878.07,3732.33,501290.0,3.5
2025-07-26,3740.86,3722.46,3791.74,3701.4,442970.0,0.43
2025-07-25,3725.01,3704.65,3744.99,3577.93,833980.0,0.56
2025-07-24,3704.21,3625.33,3770.91,3509.4,832350.0,2.13
2025-07-23,3626.81,3745.74,3763.49,3529.45,870810.0,-3.18
2025-07-22,3745.84,3761.58,3798.65,3620.83,945190.0,-0.41
2025-07-21,3761.37,3756.65,3855.65,3702.27,893140.0,0.11
2025-07-20,3757.32,3590.4,3818.91,3579.26,957570.0,4.6
2025-07-19,3591.98,3544.29,3607.53,3509.9,455770.0,1.31
2025-07-18,3545.58,3473.0,3672.61,3462.09,1300000.0,2.09
2025-07-17,3472.9,3372.74,3519.86,3314.38,1130000.0,2.94
2025-07-16,3373.85,3137.94,3423.83,3101.21,1320000.0,7.49
2025-07-15,3138.89,3010.34,3141.56,2935.11,960310.0,4.16
2025-07-14,3013.63,2972.35,3080.84,2963.41,974190.0,1.41
2025-07-13,2971.67,2940.26,3018.8,2937.62,447360.0,1.0
2025-07-12,2942.36,2958.0,2979.23,2904.98,414190.0,-0.52
2025-07-11,2957.71,2949.48,3038.28,2916.36,1100000.0,0.22
2025-07-10,2951.2,2768.62,2998.39,2755.98,1090000.0,6.61
2025-07-09,2768.27,2614.22,2792.73,2590.33,802250.0,5.89
2025-07-08,2614.41,2542.35,2626.96,2524.0,443160.0,2.83
2025-07-07,2542.35,2570.48,2589.45,2517.89,370520.0,-1.1
2025-07-06,2570.57,2516.61,2600.59,2503.63,338450.0,2.16
2025-07-05,2516.3,2508.02,2529.7,2487.93,192730.0,0.33
2025-07-04,2508.02,2591.2,2601.01,2474.68,516840.00000000006,-3.2
2025-07-03,2590.98,2570.23,2633.54,2557.15,577470.0,0.81
2025-07-02,2570.23,2405.07,2617.88,2381.67,723080.0,6.86
2025-07-01,2405.26,2485.48,2499.93,2389.74,405620.0,-3.27
2025-06-30,2486.52,2500.27,2521.92,2435.73,503140.0,-0.56
2025-06-29,2500.42,2436.48,2522.64,2414.78,330660.0,2.66
2025-06-28,2435.58,2423.13,2447.58,2406.29,187180.0,0.53
2025-06-27,2422.65,2415.58,2462.73,2389.02,443770.0,0.29
2025-06-26,2415.71,2418.51,2519.9,2394.99,547430.0,-0.11
2025-06-25,2418.43,2448.42,2467.23,2393.47,497520.0,-1.23
2025-06-24,2448.66,2410.64,2478.98,2377.26,605390.0,1.58
2025-06-23,2410.48,2227.73,2431.24,2189.79,847430.0,8.18
2025-06-22,2228.13,2295.96,2313.0,2115.66,948760.0,-2.92
2025-06-21,2295.26,2406.48,2448.11,2220.62,559630.0,-4.62
2025-06-20,2406.51,2520.66,2568.58,2377.42,714240.0,-4.55
2025-06-19,2521.11,2525.35,2546.31,2485.11,289130.0,-0.17
2025-06-18,2525.35,2509.61,2545.8,2468.33,564960.0,0.63
2025-06-17,2509.59,2530.61,2616.83,2455.95,788110.0,-1.16
2025-06-16,2538.95,2547.58,2678.91,2517.01,743680.0,-0.34
2025-06-15,2547.58,2532.33,2557.76,2493.21,336180.0,0.64
2025-06-14,2531.39,2573.16,2574.13,2491.1,367980.0,-1.84
2025-06-13,2578.83,2639.5,2639.5,2447.78,1310000.0,-2.45
2025-06-12,2643.7,2771.72,2784.39,2621.67,776740.0,-4.63
2025-06-11,2772.11,2813.27,2877.92,2745.91,932960.0,-1.55
2025-06-10,2815.73,2680.07,2825.63,2657.28,1250000.0,5.06
2025-06-09,2680.07,2509.84,2693.39,2477.91,617770.0,6.78
2025-06-08,2509.84,2524.66,2545.64,2492.16,290340.0,-0.59
2025-06-07,2524.66,2476.45,2541.91,2457.03,286600.0,1.99
2025-06-06,2475.34,2414.29,2528.84,2385.68,625000.0,2.53
2025-06-05,2414.36,2607.1,2640.14,2394.08,900970.0,-7.39
2025-06-04,2607.13,2591.81,2675.16,2583.93,578930.0,0.54
2025-06-03,2593.03,2603.71,2651.52,2581.28,524350.0,-0.53
2025-06-02,2606.81,2537.46,2614.71,2476.48,513950.00000000006,2.73
2025-06-01,2537.51,2526.39,2547.03,2471.06,363690.0,0.37
2025-05-31,2528.09,2534.29,2550.02,2486.16,427560.0,-0.13
2025-05-30,2531.29,2631.31,2648.56,2509.6,843030.0,-3.84
2025-05-29,2632.5,2681.21,2784.23,2622.01,906210.0,-1.82
2025-05-28,2681.2,2660.6,2688.44,2609.25,632980.0,0.76
2025-05-27,2660.88,2562.86,2711.72,2512.16,891740.0,3.78
2025-05-26,2563.84,2551.13,2596.93,2529.71,406920.0,0.5
2025-05-25,2551.2,2530.68,2553.95,2467.77,394650.0,0.86
2025-05-24,2529.32,2524.39,2575.62,2516.82,284440.0,0.11
2025-05-23,2526.46,2664.62,2731.76,2503.87,1070000.0,-5.15
2025-05-22,2663.77,2545.88,2692.31,2545.7,962370.0,4.4
2025-05-21,2551.42,2523.42,2614.54,2454.72,1210000.0,1.09
2025-05-20,2523.82,2528.23,2587.21,2446.16,751550.0,-0.17
2025-05-19,2528.21,2498.79,2543.42,2352.64,961230.0,1.17
2025-05-18,2498.97,2475.04,2585.12,2340.94,905260.0,0.97
2025-05-17,2475.04,2537.14,2537.14,2449.57,566930.0,-2.44
2025-05-16,2537.04,2545.46,2646.74,2531.45,680350.0,-0.44
2025-05-15,2548.16,2610.78,2644.57,2480.73,862280.0,-2.36
2025-05-14,2609.68,2680.04,2719.25,2549.01,928090.0,-2.63
2025-05-13,2680.05,2494.95,2734.04,2418.44,1150000.0,7.39
2025-05-12,2495.73,2515.22,2621.09,2413.02,1190000.0,-0.77
2025-05-11,2515.22,2583.94,2594.8,2440.65,924220.0,-2.65
2025-05-10,2583.78,2345.27,2597.68,2322.81,1130000.0,10.17
2025-05-09,2345.27,2207.18,2485.98,2185.92,1790000.0,6.31
2025-05-08,2206.13,1811.2,2225.02,1809.09,1610000.0,21.8
2025-05-07,1811.2,1816.71,1849.05,1788.76,520169.99999999994,-0.3
2025-05-06,1816.6,1820.34,1820.47,1754.38,436530.0,-0.21
2025-05-05,1820.34,1809.06,1832.02,1783.66,382490.0,0.62
2025-05-04,1809.05,1833.94,1849.68,1803.91,267550.0,-1.36
